"scientificName","PlantGrowthForm","LeafType","LeafPhenology","PhotosyntheticPathway","ClimateZone","param_count_before","param_count_after","PFT","AccSpeciesName","taxonomicStatus","New.accepted","scientificNameAuthorship","genus","taxonRank","family","taxonID","references","source"
"Hesperocyparis benthamii","tree","needleleaved","evergreen",NA,NA,NA,3,"NET","Hesperocyparis benthamii","Accepted",FALSE,"(Endl.) Bartel","Hesperocyparis","species","Cupressaceae","wfo-0000912964","https://padme.rbge.org.uk/wfo/wfo-0000912964","The Conifer TEN"
"Hesperocyparis lusitanica","tree","needleleaved","evergreen",NA,NA,NA,3,"NET","Hesperocyparis lusitanica","Accepted",FALSE,"(Mill.) Bartel","Hesperocyparis","species","Cupressaceae","wfo-0000912972","https://padme.rbge.org.uk/wfo/wfo-0000912972","The Conifer TEN"
"Hesperocyparis macrocarpa","tree","needleleaved","evergreen",NA,NA,NA,3,"NET","Hesperocyparis macrocarpa","Accepted",FALSE,"(Hartw.) Bartel","Hesperocyparis","species","Cupressaceae","wfo-0000912974","https://padme.rbge.org.uk/wfo/wfo-0000912974","The Conifer TEN"
"Heteropogon contortus","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Heteropogon contortus","Accepted",FALSE,"(L.) P.Beauv. ex Roem. & Schult.","Heteropogon","species","Poaceae","wfo-0000874166","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:404772-1","The Poaceae TEN"
"Hevea brasiliensis","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Hevea brasiliensis","Accepted",FALSE,"(Willd. ex A.Juss.) M<fc>ll.Arg.","Hevea","species","Euphorbiaceae","wfo-0000982080","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:349913-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Hexalobus crispiflorus","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Hexalobus crispiflorus","Accepted",FALSE,"A.Rich.","Hexalobus","species","Annonaceae","wfo-0000721775","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:73705-1","The Annonaceae TEN"
"Hexalobus monopetalus","shrub/tree","broadleaved","deciduous",NA,NA,3,3,"BDT","Hexalobus monopetalus","Accepted",FALSE,"(A.Rich.) Engl. & Diels","Hexalobus","species","Annonaceae","wfo-0000721785","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:73714-1","The Annonaceae TEN"
"Hibiscus micranthus","shrub","broadleaved","evergreen","C3",NA,4,4,"ESH","Hibiscus micranthus","Accepted",FALSE,"L.f.","Hibiscus","species","Malvaceae","wfo-0000722803",NA,"The Malvaceae TEN"
"Hippobromus pauciflorus","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Hippobromus pauciflorus","Accepted",FALSE,"(L.f.) Radlk.","Hippobromus","species","Sapindaceae","wfo-0001134987",NA,"The Sapindaceae TEN"
"Holarrhena floribunda","shrub/tree","broadleaved","evergreen",NA,"tropical",3,4,"BET-Tr","Holarrhena floribunda","Accepted",FALSE,"(G.Don) T.Durand & Schinz","Holarrhena","species","Apocynaceae","wfo-0000982764",NA,"The Apocynaceae TEN"
"Hordeum murinum","graminoid","broadleaved",NA,"C3",NA,3,3,"C3","Hordeum murinum","Accepted",FALSE,"L.","Hordeum","species","Poaceae","wfo-0000874893","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:405301-1","The Poaceae TEN"
"Huberantha stuhlmannii","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Huberantha stuhlmannii","Accepted",FALSE,"(Engl.) Chaowasku","Huberantha","species","Annonaceae","wfo-0001342050","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77146169-1","The Annonaceae TEN"
"Hunteria zeylanica","shrub/tree","broadleaved","evergreen",NA,"tropical",3,4,"BET-Tr","Hunteria zeylanica","Accepted",FALSE,"Gardner ex Thwaites","Hunteria","species","Apocynaceae","wfo-0000215683",NA,"The Apocynaceae TEN"
"Hyalosepalum afrum","shrub","broadleaved","deciduous","C3",NA,NA,4,"DSH","Tinospora caffra","Accepted",TRUE,"(Miers) Troupin","Hyalosepalum","species","Menispermaceae","wfo-0001083935","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:580864-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Hydrochorea obliquifoliolata","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Samanea obliquifoliata","Accepted",TRUE,"(De Wild.) E.J.M.Koenen","Hydrochorea","species","Fabaceae","wfo-1000040162","https://www.legumedata.org/taxonomy/taxon/3291975","The Fabaceae TEN - Legume Taxonomy Working Group"
"Hylodendron gabunense","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Hylodendron gabunense","Accepted",FALSE,"Taub.","Hylodendron","species","Fabaceae","wfo-0000168631","https://www.legumedata.org/taxonomy/taxon/2856883","The Fabaceae TEN - Legume Taxonomy Working Group"
"Hymenaea verrucosa","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Hymenaea verrucosa","Accepted",FALSE,"Gaertn.","Hymenaea","species","Fabaceae","wfo-0000168651","https://www.legumedata.org/taxonomy/taxon/2857087","The Fabaceae TEN - Legume Taxonomy Working Group"
"Hymenocardia acida","shrub/tree","broadleaved","deciduous",NA,NA,3,3,"BDT","Hymenocardia acida","Accepted",FALSE,"Tul.","Hymenocardia","species","Phyllanthaceae","wfo-0000216004","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:350085-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Hymenocardia ulmoides","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Hymenocardia ulmoides","Accepted",FALSE,"Oliv.","Hymenocardia","species","Phyllanthaceae","wfo-0000216033","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:350107-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Hymenostegia pellegrinii","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Hymenostegia pellegrinii","Accepted",FALSE,"(A.Chev.) J.L<e9>onard","Hymenostegia","species","Fabaceae","wfo-0000168851","https://www.legumedata.org/taxonomy/taxon/2857370","The Fabaceae TEN - Legume Taxonomy Working Group"
"Hyparrhenia confinis","graminoid","broadleaved",NA,"C4",NA,2,3,"C4","Hyparrhenia confinis","Accepted",FALSE,"(Hochst. ex A.Rich.) Andersson ex Stapf","Hyparrhenia","species","Poaceae","wfo-0000875219","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:405496-1","The Poaceae TEN"
"Hyparrhenia filipendula","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Hyparrhenia filipendula","Accepted",FALSE,"(Hochst.) Stapf","Hyparrhenia","species","Poaceae","wfo-0000875247","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:405519-1","The Poaceae TEN"
"Hyparrhenia hirta","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Hyparrhenia hirta","Accepted",FALSE,"(L.) Stapf","Hyparrhenia","species","Poaceae","wfo-0000875263","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:405537-1","The Poaceae TEN"
"Hyparrhenia rufa","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Hyparrhenia rufa","Accepted",FALSE,"(Nees) Stapf","Hyparrhenia","species","Poaceae","wfo-0000875326","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:405583-1","The Poaceae TEN"
"Hyparrhenia tamba","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Hyparrhenia tamba","Accepted",FALSE,"(Hochst. ex Steud.) Andersson ex Stapf","Hyparrhenia","species","Poaceae","wfo-0000875348","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:405599-1","The Poaceae TEN"
"Hyperacanthus amoenus","shrub/tree","broadleaved","evergreen","C3","temperate",4,5,"BET-Te","Hyperacanthus amoenus","Accepted",FALSE,"(Sims) Bridson","Hyperacanthus","species","Rubiaceae","wfo-0000216211","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:915081-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Hypericum revolutum","shrub/tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Hypericum revolutum","Accepted",FALSE,"Vahl","Hypericum","species","Hypericaceae","wfo-0000728231","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:433800-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Hyperthelia dissoluta","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Hyperthelia dissoluta","Accepted",FALSE,"(Nees ex Steud.) Clayton","Hyperthelia","species","Poaceae","wfo-0000875363","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:126405-2","The Poaceae TEN"
"Hyphaene thebaica","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Hyphaene thebaica","Accepted",FALSE,"(L.) Mart.","Hyphaene","species","Arecaceae","wfo-0000216304","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667540-1","The Arecaceae TEN"
"Hypodaphnis zenkeri","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Hypodaphnis zenkeri","Accepted",FALSE,"(Engl.) Stapf","Hypodaphnis","species","Lauraceae","wfo-0001071301","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:464679-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Ilex mitis","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Ilex mitis","Accepted",FALSE,"Radlk.","Ilex","species","Aquifoliaceae","wfo-0000729632",NA,"The Aquifoliaceae TEN"
"Inga sinacae","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Inga sinacae","Accepted",FALSE,"M.Sousa & Ibarra-Manr.","Inga","species","Fabaceae","wfo-0000210356","https://www.legumedata.org/taxonomy/taxon/2865730","The Fabaceae TEN - Legume Taxonomy Working Group"
"Inhambanella henriquezii","tree","broadleaved","evergreen",NA,"tropical",0,4,"BET-Tr","Inhambanella henriquezii","Accepted",FALSE,"Dubard","Inhambanella","species","Sapotaceae","wfo-0000217477",NA,"The Sapotaceae TEN"
"Irvingia gabonensis","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Irvingia gabonensis","Accepted",FALSE,"(Aubry-Lecomte ex O'Rorke) Baill.","Irvingia","species","Irvingiaceae","wfo-0000732297","https://padme.rbge.org.uk/wfo/wfo-0000732297","The Irvingiaceae TEN"
"Irvingia grandifolia","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Irvingia grandifolia","Accepted",FALSE,"(Engl.) Engl.","Irvingia","species","Irvingiaceae","wfo-0000732300","https://padme.rbge.org.uk/wfo/wfo-0000732300","The Irvingiaceae TEN"
"Irvingia robur","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Irvingia robur","Accepted",FALSE,"Mildbr.","Irvingia","species","Irvingiaceae","wfo-0000732316","https://padme.rbge.org.uk/wfo/wfo-0000732316","The Irvingiaceae TEN"
"Isachne mauritiana","graminoid","broadleaved",NA,"C3",NA,2,3,"C3","Isachne mauritiana","Accepted",FALSE,"Kunth","Isachne","species","Poaceae","wfo-0000875973","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:406003-1","The Poaceae TEN"
"Ischaemum afrum","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Ischaemum afrum","Accepted",FALSE,"(J.F.Gmel.) Dandy","Ischaemum","species","Poaceae","wfo-0000876100","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:406103-1","The Poaceae TEN"
"Isoberlinia angolensis","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Isoberlinia angolensis","Accepted",FALSE,"(Welw. ex Benth.) Hoyle & Brenan","Isoberlinia","species","Fabaceae","wfo-0000168912","https://www.legumedata.org/taxonomy/taxon/2867188","The Fabaceae TEN - Legume Taxonomy Working Group"
"Isoberlinia doka","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Isoberlinia doka","Accepted",FALSE,"Craib & Stapf ex Holland","Isoberlinia","species","Fabaceae","wfo-0000168954","https://www.legumedata.org/taxonomy/taxon/2867192","The Fabaceae TEN - Legume Taxonomy Working Group"
"Isoberlinia scheffleri","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Isoberlinia scheffleri","Accepted",FALSE,"(Harms) Greenway","Isoberlinia","species","Fabaceae","wfo-0000168986","https://www.legumedata.org/taxonomy/taxon/2867198","The Fabaceae TEN - Legume Taxonomy Working Group"
"Isoberlinia tomentosa","tree","broadleaved","deciduous","C3",NA,2,4,"BDT","Isoberlinia tomentosa","Accepted",FALSE,"(Harms) Craib & Stapf","Isoberlinia","species","Fabaceae","wfo-0000168995","https://www.legumedata.org/taxonomy/taxon/2867199","The Fabaceae TEN - Legume Taxonomy Working Group"
"Isoetes eludens","shrub","needleleaved","evergreen",NA,NA,NA,3,"ESH","Isoetes eludens","Accepted",FALSE,"J.P.Roux, Hopper & Rhian J.Sm.","Isoetes","species","Isoetaceae","wfo-0001331558","https://pteridogroup.github.io/","Ferns and Allies TEN - the Pteridophyte Phylogeny Group (PPG)."
"Isoglossa laxa","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Isoglossa laxa","Accepted",FALSE,"Oliv.","Isoglossa","species","Acanthaceae","wfo-0000732542","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50087-1","The Acanthaceae TEN"
"Isolona thonneri","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Isolona thonneri","Accepted",FALSE,"(De Wild. & T.Durand) Engl. & Diels","Isolona","species","Annonaceae","wfo-0000732640","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:73760-1","The Annonaceae TEN"
"Jasminum abyssinicum","shrub","broadleaved","evergreen","C3",NA,1,4,"ESH","Jasminum abyssinicum","Accepted",FALSE,"Hochst. ex DC.","Jasminum","species","Oleaceae","wfo-0000813756","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:609297-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Jasminum dichotomum","shrub","broadleaved","evergreen","C3",NA,3,4,"ESH","Jasminum dichotomum","Accepted",FALSE,"Vahl","Jasminum","species","Oleaceae","wfo-0000814077","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:609446-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Jasminum fluminense","shrub","broadleaved","evergreen","C3",NA,1,4,"ESH","Jasminum fluminense","Accepted",FALSE,"Vell.","Jasminum","species","Oleaceae","wfo-0000813884","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:609490-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Jasminum grandiflorum","shrub","broadleaved","deciduous","C3",NA,1,4,"DSH","Jasminum grandiflorum","Accepted",FALSE,"L.","Jasminum","species","Oleaceae","wfo-0000813821","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328130-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Julbernardia globiflora","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Julbernardia globiflora","Accepted",FALSE,"(Benth.) Troupin","Julbernardia","species","Fabaceae","wfo-0000169101","https://www.legumedata.org/taxonomy/taxon/2331518","The Fabaceae TEN - Legume Taxonomy Working Group"
"Julbernardia paniculata","tree","broadleaved","evergreen",NA,"tropical",1,4,"BET-Tr","Julbernardia paniculata","Accepted",FALSE,"(Benth.) Troupin","Julbernardia","species","Fabaceae","wfo-0000169220","https://www.legumedata.org/taxonomy/taxon/2331496","The Fabaceae TEN - Legume Taxonomy Working Group"
"Julbernardia pellegriniana","tree","broadleaved","deciduous","C3",NA,2,4,"BDT","Julbernardia pellegriniana","Accepted",FALSE,"Troupin","Julbernardia","species","Fabaceae","wfo-0000169251","https://www.legumedata.org/taxonomy/taxon/2331507","The Fabaceae TEN - Legume Taxonomy Working Group"
"Julbernardia seretii","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Julbernardia seretii","Accepted",FALSE,"(De Wild.) Troupin","Julbernardia","species","Fabaceae","wfo-0000169273","https://www.legumedata.org/taxonomy/taxon/2331489","The Fabaceae TEN - Legume Taxonomy Working Group"
"Juncus scheuchzerioides","graminoid","broadleaved","evergreen","C3",NA,4,4,"C3","Juncus scheuchzerioides","Accepted",FALSE,"Gaudich.","Juncus","species","Juncaceae","wfo-0000777200","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:443454-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Justicia flava","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Justicia flava","Accepted",FALSE,"(Forssk.) Vahl","Justicia","species","Acanthaceae","wfo-0000354374","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50729-1","The Acanthaceae TEN"
"Keetia cornelia","tree","broadleaved","evergreen",NA,"tropical",0,4,"BET-Tr","Keetia cornelia","Accepted",FALSE,"(Cham. & Schltdl.) Bridson","Keetia","species","Rubiaceae","wfo-0000220710","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:943145-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Keetia gueinzii","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Keetia gueinzii","Accepted",FALSE,"(Sond.) Bridson","Keetia","species","Rubiaceae","wfo-0000220714","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:943137-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Keetia venosa","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Keetia venosa","Accepted",FALSE,"(Oliv.) Bridson","Keetia","species","Rubiaceae","wfo-0000220740","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:943138-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Keetia zanzibarica","shrub/tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Keetia zanzibarica","Accepted",FALSE,"(Klotzsch) Bridson","Keetia","species","Rubiaceae","wfo-0000220742","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:943140-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Khaya anthotheca","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Khaya anthotheca","Accepted",FALSE,"(Welw.) C.DC.","Khaya","species","Meliaceae","wfo-0000357006",NA,"The Meliaceae TEN"
"Khaya grandifoliola","shrub/tree","broadleaved","deciduous",NA,NA,2,3,"BDT","Khaya grandifoliola","Accepted",FALSE,"C.DC.","Khaya","species","Meliaceae","wfo-0000357001",NA,"The Meliaceae TEN"
"Khaya ivorensis","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Khaya ivorensis","Accepted",FALSE,"A.Chev.","Khaya","species","Meliaceae","wfo-0000356998",NA,"The Meliaceae TEN"
"Khaya senegalensis","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Khaya senegalensis","Accepted",FALSE,"(Desv.) A.Juss.","Khaya","species","Meliaceae","wfo-0000356989",NA,"The Meliaceae TEN"
"Kigelia africana","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Kigelia africana","Accepted",FALSE,"(Lam.) Benth.","Kigelia","species","Bignoniaceae","wfo-0000778884","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:109874-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Kiggelaria africana","tree","broadleaved","evergreen","C3","temperate",4,5,"BET-Te","Kiggelaria africana","Accepted",FALSE,"L.","Kiggelaria","species","Achariaceae","wfo-0001062869","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:111770-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Kirkia acuminata","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Kirkia acuminata","Accepted",FALSE,"Oliv.","Kirkia","species","Kirkiaceae","wfo-0000357048","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:813789-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Kirkia tenuifolia","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Kirkia tenuifolia","Accepted",FALSE,"Engl.","Kirkia","species","Kirkiaceae","wfo-0001140395","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:813796-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Klaineanthus gaboniae","tree","broadleaved","deciduous",NA,NA,2,3,"BDT","Klaineanthus gaboniae","Accepted",FALSE,"Pierre ex Prain","Klaineanthus","species","Euphorbiaceae","wfo-0001049176",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Klainedoxa gabonensis","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Klainedoxa gabonensis","Accepted",FALSE,"Pierre ex Engl.","Klainedoxa","species","Irvingiaceae","wfo-0000357833","https://padme.rbge.org.uk/wfo/wfo-0000357833","The Irvingiaceae TEN"
"Koelpinia linearis","shrub","broadleaved","deciduous",NA,NA,1,3,"DSH","Koelpinia linearis","Accepted",FALSE,"Pall.","Koelpinia","species","Asteraceae","wfo-0000083622","https://cichorieae.e-taxonomy.net/portal/cdm_dataportal/taxon/5b50352f-39f0-4de8-97e8-4545afa12125","The Asteraceaae TEN"
"Krascheninnikovia ceratoides","shrub","broadleaved","evergreen",NA,NA,3,3,"ESH","Krascheninnikovia ceratoides","Accepted",FALSE,"(L.) Gueldenst.","Krascheninnikovia","species","Amaranthaceae","wfo-0000356311",NA,"The Caryophyllales TEN -The Caryophyllales Network"
"Kraussia floribunda","shrub","broadleaved","evergreen","C3",NA,4,4,"ESH","Kraussia floribunda","Accepted",FALSE,"Harv.","Kraussia","species","Rubiaceae","wfo-0000221471","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:754778-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
