"scientificName","PlantGrowthForm","LeafType","LeafPhenology","PhotosyntheticPathway","ClimateZone","param_count_before","param_count_after","PFT","AccSpeciesName","taxonomicStatus","New.accepted","scientificNameAuthorship","genus","taxonRank","family","taxonID","references","source"
"Chassalia cristata","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Chassalia cristata","Accepted",FALSE,"(Hiern) Bremek.","Chassalia","species","Rubiaceae","wfo-0000840671","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:746358-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Chassalia umbraticola","shrub/tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Chassalia umbraticola","Accepted",FALSE,"Vatke","Chassalia","species","Rubiaceae","wfo-0000840774","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:746327-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Chloris gayana","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Chloris gayana","Accepted",FALSE,"Kunth","Chloris","species","Poaceae","wfo-0000859517","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:395891-1","The Poaceae TEN"
"Chloris mossambicensis","graminoid","broadleaved",NA,"C4",NA,2,3,"C4","Chloris mossambicensis","Accepted",FALSE,"K.Schum.","Chloris","species","Poaceae","wfo-0000859578","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:395946-1","The Poaceae TEN"
"Chloris nutans","graminoid","needleleaved",NA,"C4",NA,NA,3,"C4","Chloris nutans","Accepted",FALSE,"(Stapf) P.M.Peterson","Chloris","species","Poaceae","wfo-0001330186","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60468989-2","The Poaceae TEN"
"Chloris pycnothrix","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Chloris pycnothrix","Accepted",FALSE,"Trin.","Chloris","species","Poaceae","wfo-0000859646","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:395997-1","The Poaceae TEN"
"Chloris virgata","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Chloris virgata","Accepted",FALSE,"Sw.","Chloris","species","Poaceae","wfo-0000859723","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:396063-1","The Poaceae TEN"
"Chromolaena odorata","shrub","broadleaved","evergreen",NA,NA,3,3,"ESH","Chromolaena odorata","Accepted",FALSE,"(L.) R.M.King & H.Rob.","Chromolaena","species","Asteraceae","wfo-0000067484","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1088710","The Asteraceaae TEN"
"Chrysanthemoides monilifera","shrub","broadleaved","evergreen",NA,NA,3,3,"ESH","Osteospermum moniliferum","Accepted",TRUE,"(L.) Norl.","Chrysanthemoides","species","Asteraceae","wfo-0000120279","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1097230","The Asteraceaae TEN"
"Chrysopogon plumulosus","graminoid","broadleaved",NA,"C4",NA,2,3,"C4","Chrysopogon plumulosus","Accepted",FALSE,"Hochst.","Chrysopogon","species","Poaceae","wfo-0000859895","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77066931-1","The Poaceae TEN"
"Chytranthus carneus","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Chytranthus carneus","Accepted",FALSE,"Radlk.","Chytranthus","species","Sapindaceae","wfo-0000604285",NA,"The Sapindaceae TEN"
"Cissus populnea","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Cissus populnea","Accepted",FALSE,"Guill. & Perr.","Cissus","species","Vitaceae","wfo-0000606695","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:67878-1","The Vitaceae TEN"
"Cissus producta","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Cissus producta","Accepted",FALSE,"Afzel.","Cissus","species","Vitaceae","wfo-0000606698","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:67881-1","The Vitaceae TEN"
"Cissus quadrangularis","shrub","broadleaved","deciduous",NA,NA,1,3,"DSH","Cissus quadrangularis","Accepted",FALSE,"L.","Cissus","species","Vitaceae","wfo-0000606737","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:67898-1","The Vitaceae TEN"
"Cissus verticillata","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Cissus verticillata","Accepted",FALSE,"(L.) Nicolson & C.E.Jarvis","Cissus","species","Vitaceae","wfo-0000607033","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:980361-1","The Vitaceae TEN"
"Citropsis daweana","shrub/tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Citropsis daweana","Accepted",FALSE,"Swingle & Kellerm.","Citropsis","species","Rutaceae","wfo-0000607735","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:771826-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Clausena anisata","shrub/tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Clausena anisata","Accepted",FALSE,"(Willd.) Hook.f.","Clausena","species","Rutaceae","wfo-0000608620","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:772111-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cleistanthus caudatus","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Cleistanthus caudatus","Accepted",FALSE,"Pax","Cleistanthus","species","Phyllanthaceae","wfo-0000875869","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:341322-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cleistanthus polystachyus","shrub/tree","broadleaved","evergreen",NA,"tropical",3,4,"BET-Tr","Cleistanthus polystachyus","Accepted",FALSE,"Hook.f. ex Planch.","Cleistanthus","species","Phyllanthaceae","wfo-0000877337","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:341446-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cleistanthus schlechteri","shrub/tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Cleistanthus schlechteri","Accepted",FALSE,"(Pax) Hutch.","Cleistanthus","species","Phyllanthaceae","wfo-0000877576","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:341465-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cleistochlamys kirkii","shrub/tree","broadleaved","deciduous",NA,NA,2,3,"BDT","Cleistochlamys kirkii","Accepted",FALSE,"(Benth.) Oliv.","Cleistochlamys","species","Annonaceae","wfo-0000609392","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:72604-1","The Annonaceae TEN"
"Cleistopholis patens","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Cleistopholis patens","Accepted",FALSE,"(Benth.) Engl. & Diels","Cleistopholis","species","Annonaceae","wfo-0000609410","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:72615-1","The Annonaceae TEN"
"Clematis simensis","shrub","broadleaved","deciduous","C3",NA,2,4,"DSH","Clematis simensis","Accepted",FALSE,"Fresen.","Clematis","species","Ranunculaceae","wfo-0000610651",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Clerodendrum capitatum","shrub","broadleaved","evergreen",NA,NA,0,3,"ESH","Clerodendrum capitatum","Accepted",FALSE,"(Willd.) Schumach.","Clerodendrum","species","Lamiaceae","wfo-0000880189","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60467614-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Clerodendrum fuscum","shrub","broadleaved","evergreen",NA,NA,0,3,"ESH","Clerodendrum fuscum","Accepted",FALSE,"G<fc>rke","Clerodendrum","species","Lamiaceae","wfo-0000881926","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:862091-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Clerodendrum splendens","shrub","broadleaved","evergreen",NA,NA,0,3,"ESH","Clerodendrum splendens","Accepted",FALSE,"G.Don","Clerodendrum","species","Lamiaceae","wfo-0000886685","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:862410-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cliffortia ruscifolia","shrub","broadleaved","evergreen","C3",NA,3,4,"ESH","Cliffortia ruscifolia","Accepted",FALSE,"L.","Cliffortia","species","Rosaceae","wfo-0001017112","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:722322-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Clinopodium abyssinicum","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Clinopodium abyssinicum","Accepted",FALSE,"(Benth.) Kuntze","Clinopodium","species","Lamiaceae","wfo-0000890505","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:445708-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cochlospermum planchonii","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Cochlospermum planchonii","Accepted",FALSE,"Hook.f. ex Planch.","Cochlospermum","species","Bixaceae","wfo-0000902538","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:111535-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cochlospermum tinctorium","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Cochlospermum tinctorium","Accepted",FALSE,"Perrier ex A.Rich.","Cochlospermum","species","Bixaceae","wfo-0000902604","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:111537-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Coddia rudis","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Coddia rudis","Accepted",FALSE,"(E.Mey. ex Harv.) Verdc.","Coddia","species","Rubiaceae","wfo-0000904151","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:908557-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Coelocaryon botryoides","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Coelocaryon botryoides","Accepted",FALSE,"Vermoesen","Coelocaryon","species","Myristicaceae","wfo-0000614104","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:585641-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Coelocaryon preussii","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Coelocaryon preussii","Accepted",FALSE,"Warb.","Coelocaryon","species","Myristicaceae","wfo-0000614109","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:585646-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Coffea arabica","shrub/tree","broadleaved","evergreen",NA,"tropical",3,4,"BET-Tr","Coffea arabica","Accepted",FALSE,"L.","Coffea","species","Rubiaceae","wfo-0000910097","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:747038-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Coffea liberica","tree","broadleaved","evergreen",NA,"tropical",1,4,"BET-Tr","Coffea liberica","Accepted",FALSE,"W.Bull","Coffea","species","Rubiaceae","wfo-0000911201","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:747169-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Coffea racemosa","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Coffea racemosa","Accepted",FALSE,"Lour.","Coffea","species","Rubiaceae","wfo-0000912083","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:747242-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Cojoba arborea","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Cojoba arborea","Accepted",FALSE,"(L.) Britton & Rose","Cojoba","species","Fabaceae","wfo-0000171255","https://www.legumedata.org/taxonomy/taxon/2730515","The Fabaceae TEN - Legume Taxonomy Working Group"
"Cola acuminata","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Cola acuminata","Accepted",FALSE,"(P.Beauv.) Schott & Endl.","Cola","species","Malvaceae","wfo-0000614368",NA,"The Malvaceae TEN"
"Cola caricifolia","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Cola caricifolia","Accepted",FALSE,"(G.Don) K.Schum.","Cola","species","Malvaceae","wfo-0000614393",NA,"The Malvaceae TEN"
"Cola chlamydantha","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Cola chlamydantha","Accepted",FALSE,"K.Schum.","Cola","species","Malvaceae","wfo-0000614397",NA,"The Malvaceae TEN"
"Cola congolana","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Cola congolana","Accepted",FALSE,"De Wild. & T.Durand","Cola","species","Malvaceae","wfo-0000614401",NA,"The Malvaceae TEN"
"Cola flavovelutina","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Cola flavovelutina","Accepted",FALSE,"K.Schum.","Cola","species","Malvaceae","wfo-0000614421",NA,"The Malvaceae TEN"
"Cola gigantea","tree","broadleaved","evergreen",NA,"tropical",1,4,"BET-Tr","Cola gigantea","Accepted",FALSE,"A.Chev.","Cola","species","Malvaceae","wfo-0000614423",NA,"The Malvaceae TEN"
"Cola greenwayi","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Cola greenwayi","Accepted",FALSE,"Brenan","Cola","species","Malvaceae","wfo-0000614431",NA,"The Malvaceae TEN"
"Cola griseiflora","tree","broadleaved","deciduous",NA,NA,2,3,"BDT","Cola griseiflora","Accepted",FALSE,"De Wild.","Cola","species","Malvaceae","wfo-0000614433",NA,"The Malvaceae TEN"
"Cola lateritia","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Cola lateritia","Accepted",FALSE,"K.Schum.","Cola","species","Malvaceae","wfo-0000614445",NA,"The Malvaceae TEN"
"Cola lateritia var. maclaudii","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Cola lateritia var. maclaudii","Accepted",FALSE,"(A.Chev.) Brenan & Keay","Cola","variety","Malvaceae","wfo-0000614446",NA,"The Malvaceae TEN"
"Cola laurifolia","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Cola laurifolia","Accepted",FALSE,"Mast.","Cola","species","Malvaceae","wfo-0000614448",NA,"The Malvaceae TEN"
"Cola lepidota","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Cola lepidota","Accepted",FALSE,"K.Schum.","Cola","species","Malvaceae","wfo-0000614451",NA,"The Malvaceae TEN"
"Cola minor","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Cola minor","Accepted",FALSE,"Brenan","Cola","species","Malvaceae","wfo-0000614479",NA,"The Malvaceae TEN"
"Cola pachycarpa","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Cola pachycarpa","Accepted",FALSE,"K.Schum.","Cola","species","Malvaceae","wfo-0000614497",NA,"The Malvaceae TEN"
"Cola rostrata","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Cola rostrata","Accepted",FALSE,"K.Schum.","Cola","species","Malvaceae","wfo-0000614517",NA,"The Malvaceae TEN"
"Cola verticillata","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Cola verticillata","Accepted",FALSE,"(Thonn.) Stapf ex A.Chev.","Cola","species","Malvaceae","wfo-0000614551",NA,"The Malvaceae TEN"
"Coleus autranii","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Plectranthus autranii","Accepted",TRUE,"Briq.","Coleus","species","Lamiaceae","wfo-0000913555","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:445914-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Coleus lasianthus","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Plectranthus lasianthus","Accepted",TRUE,"G<fc>rke","Coleus","species","Lamiaceae","wfo-0000914856","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:446051-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Coleus maculosus subsp. maculosus","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Plectranthus punctatus","Accepted",TRUE,NA,"Coleus","subspecies","Lamiaceae","wfo-1200037568",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Coleus sylvestris","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Plectranthus sylvestris","Accepted",TRUE,"(G<fc>rke) A.J.Paton & Phillipson","Coleus","species","Lamiaceae","wfo-1000031658","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77201311-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Colobanthus kerguelensis","graminoid",NA,NA,"C3",NA,NA,2,"C3","Colobanthus kerguelensis","Accepted",FALSE,"Hook.f.","Colobanthus","species","Caryophyllaceae","wfo-0000615106",NA,"The Caryophyllales TEN -The Caryophyllales Network"
"Colophospermum mopane","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Colophospermum mopane","Accepted",FALSE,"(J.Kirk ex Benth.) J.L<e9>onard","Colophospermum","species","Fabaceae","wfo-0001057638","https://www.legumedata.org/taxonomy/taxon/2731425","The Fabaceae TEN - Legume Taxonomy Working Group"
"Combretum aculeatum","shrub","broadleaved","deciduous",NA,NA,1,3,"DSH","Combretum aculeatum","Accepted",FALSE,"Vent.","Combretum","species","Combretaceae","wfo-0000616040","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:169878-1","The Combretaceae TEN"
"Combretum adenogonium","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Combretum adenogonium","Accepted",FALSE,"Steud. ex A.Rich.","Combretum","species","Combretaceae","wfo-0000616044","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:169882-1","The Combretaceae TEN"
"Combretum apiculatum","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Combretum apiculatum","Accepted",FALSE,"Sond.","Combretum","species","Combretaceae","wfo-0000616083","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:169913-1","The Combretaceae TEN"
"Combretum bipindense","shrub","broadleaved","deciduous",NA,NA,1,3,"DSH","Combretum bipindense","Accepted",FALSE,"Engl. & Diels","Combretum","species","Combretaceae","wfo-0000616121","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:169948-1","The Combretaceae TEN"
"Combretum celastroides","shrub","broadleaved","deciduous",NA,NA,2,3,"DSH","Combretum celastroides","Accepted",FALSE,"Welw. ex M.A.Lawson","Combretum","species","Combretaceae","wfo-0000616171","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:169994-1","The Combretaceae TEN"
"Combretum collinum","shrub/tree","broadleaved","evergreen",NA,"tropical",3,4,"BET-Tr","Combretum collinum","Accepted",FALSE,"Fresen.","Combretum","species","Combretaceae","wfo-0000616192","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170004-1","The Combretaceae TEN"
"Combretum elaeagnoides","shrub/tree","broadleaved","deciduous",NA,NA,2,3,"BDT","Combretum elaeagnoides","Accepted",FALSE,"Klotzsch","Combretum","species","Combretaceae","wfo-0000616256","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170052-1","The Combretaceae TEN"
"Combretum erythrophyllum","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Combretum erythrophyllum","Accepted",FALSE,"(Burch.) Sond.","Combretum","species","Combretaceae","wfo-0000616274","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170067-1","The Combretaceae TEN"
"Combretum exalatum","shrub","broadleaved","deciduous",NA,NA,2,3,"DSH","Combretum exalatum","Accepted",FALSE,"Engl.","Combretum","species","Combretaceae","wfo-0000616278","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170069-1","The Combretaceae TEN"
"Combretum fruticosum","shrub/tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Combretum fruticosum","Accepted",FALSE,"(Loefl.) Stuntz","Combretum","species","Combretaceae","wfo-0000616307","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:63788-2","The Combretaceae TEN"
"Combretum glutinosum","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Combretum glutinosum","Accepted",FALSE,"Perr. ex DC.","Combretum","species","Combretaceae","wfo-0000616334","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170119-1","The Combretaceae TEN"
"Combretum hereroense","shrub/tree","broadleaved","deciduous",NA,NA,3,3,"BDT","Combretum hereroense","Accepted",FALSE,"Schinz","Combretum","species","Combretaceae","wfo-0000616365","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170145-1","The Combretaceae TEN"
"Combretum imberbe","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Combretum imberbe","Accepted",FALSE,"Wawra","Combretum","species","Combretaceae","wfo-0000616388","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170163-1","The Combretaceae TEN"
"Combretum lecardii","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Combretum lecardii","Accepted",FALSE,"Engl. & Diels","Combretum","species","Combretaceae","wfo-0000616462","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170220-1","The Combretaceae TEN"
"Combretum lokele","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Combretum lokele","Accepted",FALSE,"Liben","Combretum","species","Combretaceae","wfo-0000616489","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170243-1","The Combretaceae TEN"
"Combretum micranthum","shrub","broadleaved","deciduous","C3",NA,4,4,"DSH","Combretum micranthum","Accepted",FALSE,"G.Don","Combretum","species","Combretaceae","wfo-0000616538","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170278-1","The Combretaceae TEN"
"Combretum molle","shrub/tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Combretum molle","Accepted",FALSE,"R.Br. ex G.Don","Combretum","species","Combretaceae","wfo-0000616553","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170290-1","The Combretaceae TEN"
"Combretum mossambicense","shrub/tree","broadleaved","deciduous",NA,NA,2,3,"BDT","Combretum mossambicense","Accepted",FALSE,"(Klotzsch) Engl.","Combretum","species","Combretaceae","wfo-0000616560","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170296-1","The Combretaceae TEN"
"Combretum nigricans","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Combretum nigricans","Accepted",FALSE,"Lepr. ex Guill. & Perr.","Combretum","species","Combretaceae","wfo-0000616580","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170312-1","The Combretaceae TEN"
"Combretum nioroense","shrub","broadleaved","deciduous",NA,NA,1,3,"DSH","Combretum nioroense","Accepted",FALSE,"Aubr<e9>v. ex Keay","Combretum","species","Combretaceae","wfo-0000616582","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170314-1","The Combretaceae TEN"
"Combretum paniculatum","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Combretum paniculatum","Accepted",FALSE,"Vent.","Combretum","species","Combretaceae","wfo-0000616624","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170347-1","The Combretaceae TEN"
"Combretum schumannii","shrub/tree","broadleaved","deciduous",NA,NA,3,3,"BDT","Combretum schumannii","Accepted",FALSE,"Engl.","Combretum","species","Combretaceae","wfo-0000616761","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170455-1","The Combretaceae TEN"
"Combretum sericeum","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Combretum sericeum","Accepted",FALSE,"G.Don","Combretum","species","Combretaceae","wfo-0000616770","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170463-1","The Combretaceae TEN"
"Combretum tomentosum","shrub","broadleaved","deciduous",NA,NA,1,3,"DSH","Combretum tomentosum","Accepted",FALSE,"G.Don","Combretum","species","Combretaceae","wfo-0000616846","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170531-1","The Combretaceae TEN"
"Combretum zeyheri","shrub/tree","broadleaved","evergreen",NA,"tropical",3,4,"BET-Tr","Combretum zeyheri","Accepted",FALSE,"Sond.","Combretum","species","Combretaceae","wfo-0000616927","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170592-1","The Combretaceae TEN"
"Commelina foliacea","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Commelina foliacea","Accepted",FALSE,"Chiov.","Commelina","species","Commelinaceae","wfo-0000358957",NA,"The Commelinales TEN"
"Commelina forskaolii","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Commelina forskaolii","Accepted",FALSE,"Vahl","Commelina","species","Commelinaceae","wfo-0001296493",NA,"The Commelinales TEN"
"Commiphora africana","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Commiphora africana","Accepted",FALSE,"(A.Rich.) Engl.","Commiphora","species","Burseraceae","wfo-0001328094","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127576-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora campestris","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Commiphora campestris","Accepted",FALSE,"Engl.","Commiphora","species","Burseraceae","wfo-0000617207","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127610-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora confusa","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Commiphora confusa","Accepted",FALSE,"Vollesen","Commiphora","species","Burseraceae","wfo-0000617228","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:905883-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora edulis","shrub/tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Commiphora edulis","Accepted",FALSE,"(Klotzsch) Engl.","Commiphora","species","Burseraceae","wfo-0000617251","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127643-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora engleri","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Commiphora engleri","Accepted",FALSE,"Guillaumin","Commiphora","species","Burseraceae","wfo-0000617260","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127646-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora glandulosa","tree","broadleaved","deciduous",NA,NA,1,3,"BDT","Commiphora glandulosa","Accepted",FALSE,"Schinz","Commiphora","species","Burseraceae","wfo-0000617285","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127666-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora kataf","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Commiphora kataf","Accepted",FALSE,"(Forssk.) Engl.","Commiphora","species","Burseraceae","wfo-0000617325","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127698-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Commiphora kua","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Commiphora kua","Accepted",FALSE,"(R.Br. ex Royle) Vollesen","Commiphora","species","Burseraceae","wfo-0000617330","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:913830-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
